,Country,Region,Subregion,Location,State_Regi,Location_t,Project_na,Capacity__,Size,Capacity_1,Capacity_2,Technology,Thermal_de,Thermal_eq,Feedwater,Customer_t,Industry,Customer,Plant_stat,Plant_type,Plant_supp,Plant_su_1,Procuremen,Concession,Dev_consor,EPC_price,Water_pric,Last_updat,Latitude,Longitude,name
58,U.S.A.,Americas,North America,San Antonio,Texas,Land based,"Gulf of Mexico to supply San Antonio, TX",302800.0,XL,80.0,66.61,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,San Antonio Water System,On Hold,,,0.0,EPC,0.0,,,0.0,2013-04-22 09:57:32 UTC,29.4241219,-98.4936282,Gulf of Me
59,U.S.A.,Americas,North America,Yuma,Arizona,Land based,Yuma,276672.0,XL,73.1,60.86,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Discharge,,U.S. Bureau of Reclamation,Presumed Offline,Stand-alone,CH2M,100.0,EPC,0.0,,"251,740,000 USD",0.0,2014-08-07 10:33:16 UTC,32.7253249,-114.624397,Yuma
60,U.S.A.,Americas,North America,Hillsboro,Oregon,Land based,Hillsboro,201600.0,XL,53.26,44.35,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,Intel Corporation,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-13 11:39:58 UTC,45.545347949,-122.913751602,Hillsboro
61,U.S.A.,Americas,North America,Camp Pendleton,California,Land based,"Camp Pendleton SWRO, CA",189250.0,XL,50.0,41.63,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,San Diego County Water Authority,Planned,,"Shanghai Safbon Water Service Co., Ltd",100.0,DBO,0.0,,"2,600,000 USD",0.0,2018-10-05 08:36:25 UTC,33.3357965997,-117.454833984,Camp Pendl
62,U.S.A.,Americas,North America,Carlsbad proposed site,California,Land based,"Carlsbad SWRO, CA",189250.0,XL,50.0,41.63,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Poseidon Resources Corporation,Online,Stand-alone,IDE Technologies Ltd.,100.0,BOT,30.0,,"530,000,000 USD",1.61,2018-05-25 11:16:07 UTC,33.1372637069,-117.331941604,Carlsbad S
63,U.S.A.,Americas,North America,Huntington Beach,California,Land based,"Huntington Beach SWRO, CA",189250.0,XL,50.0,41.63,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Planned,Stand-alone,,0.0,DBO,35.0,,,1.39,2018-07-24 10:38:16 UTC,33.6456997494,-117.974444562,Huntington
64,U.S.A.,Americas,North America,Boca Raton,Florida,Land based,Glades Road Water Treatment Plant,151400.0,XL,40.0,33.3,NF (Nanofiltration),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Boca Raton,Online,Stand-alone,Biwater,100.0,EPC,1.0,,"86,660,000 USD",0.0,2018-09-25 08:45:57 UTC,26.3586885,-80.0830984,Glades Roa
65,U.S.A.,Americas,North America,,California,Land based,"GWRS Phase III, CA",113550.0,XL,30.0,24.98,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Orange County Water District,Planned,,,0.0,DB,0.0,,,0.0,2018-08-08 16:42:42 UTC,33.7174708,-117.8311428,GWRS Phase
66,U.S.A.,Americas,North America,Doral,Florida,Land based,Doral,113400.0,XL,29.96,24.95,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-12 13:12:14 UTC,25.8195424,-80.3553302,Doral
67,U.S.A.,Americas,North America,Tampa Bay,Florida,Land based,Tampa Bay,108831.0,XL,28.75,23.94,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Tampa Bay Water,Online,Stand-alone,RWE,50.0,DBO,20.0,Consortium,,0.657,2016-06-27 09:18:13 UTC,27.702871,-82.5834947,Tampa Bay
68,U.S.A.,Americas,North America,El Paso,Texas,Land based,Kay Bailey Hutchinson Facility,104087.0,XL,27.5,22.9,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,El Paso Water Utilities,Online,Stand-alone,Biwater,100.0,EPC,0.0,,"87,000,000 USD",0.4,2018-02-22 17:11:51 UTC,31.8041241,-106.3270899,Kay Bailey
69,U.S.A.,Americas,North America,Palm Beach,Florida,Land based,Palm Beach County WTP No. 9,96500.0,XL,25.5,21.23,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Palm Beach County Water Utilities Department,Online,Stand-alone,"Emcor Group, Inc.",100.0,EPC,0.0,,"38,000,000 USD",0.0,2015-03-13 12:17:05 UTC,26.7056206,-80.0364297,Palm Beach
70,U.S.A.,Americas,North America,Palm Beach,Florida,Land based,Palm Beach 3,94700.0,XL,25.02,20.83,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Palm Beach County Water Utilities Department,Online,Stand-alone,Biwater Plc,100.0,EPC,0.0,,"36,500,000 USD",0.0,2015-03-13 12:18:02 UTC,26.7056206,-80.0364297,Palm Beach
71,U.S.A.,Americas,North America,Carson,California,Land based,Carson Regional Water Recycling Facility (CRWRF) Expansion,94625.0,XL,25.0,20.82,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,West Basin Municipal Water District,Cancelled,,,0.0,EPC,0.0,,,0.0,2018-05-25 11:14:10 UTC,33.8316745,-118.281693,Carson Reg
72,U.S.A.,Americas,North America,Santa Clara,California,,"Silicon Valley AWPC expansion, CA",90840.0,XL,24.0,19.98,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Santa Clara Valley Water District,Planned,Stand-alone,,0.0,DBO,30.0,,,0.0,2018-04-30 15:30:59 UTC,37.3541079,-121.9552356,Silicon Va
73,U.S.A.,Americas,North America,Corpus Christi,Texas,Land based,"Corpus Christi SWRO, TX",87065.0,XL,23.0,19.15,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,M&G Group (Gruppo Mossi & Ghisolfi) / City of Corpus Christi / Corpus Christi Polymers LLC,Construction,,,0.0,DBO,0.0,,,0.0,2018-08-28 13:11:03 UTC,27.8005828,-97.396381,Corpus Chr
74,U.S.A.,Americas,North America,Corpus Christi,Texas,Land based,"Corpus Christi industrial BOO, TX",75700.0,XL,20.0,16.65,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,Texas General Land Office,Planned,,,0.0,BOO,0.0,,,0.0,2018-09-10 13:50:56 UTC,27.8005828,-97.396381,Corpus Chr
75,U.S.A.,Americas,North America,California,California,Land based,"Bay Area Regional Desalination Project (BARDP), CA",75700.0,XL,20.0,16.65,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,San Francisco Public Utilities Commission / Alameda County Water District / East Bay Municipal Utility District / Santa Clara Valley Water District  / Contra Costa Water  District,On Hold,Stand-alone,,0.0,,0.0,,"175,000,000 USD",0.0,2018-01-11 09:37:20 UTC,37.980519,-122.048331,Bay Area R
76,U.S.A.,Americas,North America,South Miami Heights,Florida,Land based,"South Miami Heights BWRO, FL (formerly South District BWRO, FL)",75700.0,XL,20.0,16.65,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Miami-Dade Water and Sewer Department,Planned,Stand-alone,,0.0,BOO,20.0,,"150,000,000 USD",0.0,2016-10-22 21:56:26 UTC,25.597606,-80.3806096,South Miam
77,U.S.A.,Americas,North America,El Segundo,California,Land based,"West Basin, CA",75700.0,XL,20.0,16.65,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,West Basin Municipal Water District,Planned,Stand-alone,,0.0,,0.0,,,0.0,2018-05-25 11:22:38 UTC,33.9191799,-118.4164652,West Basin
78,U.S.A.,Americas,North America,Gulf Coast,Texas,Land based,"Gulf Coast Aquifer desal, TX",75086.0,XL,19.84,16.52,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Lower Colorado River Authority (LCRA),Planned,,,0.0,,0.0,,"19,825,000 USD",0.0,2016-05-27 10:01:10 UTC,29.607046,-95.5251503,Gulf Coast
79,U.S.A.,Americas,North America,Granbury,Texas,Land based,Lake Granbury Surface Water and Treatment System (SWATS),70022.0,XL,18.5,15.4,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Brazos River Authority,Online,,Biwater Plc,100.0,EPC,0.0,,,0.0,2014-08-13 11:30:12 UTC,32.4161096086,-97.6651096344,Lake Granb
80,U.S.A.,Americas,North America,Moss Landing,California,Land based,"Moss Landing/Kaiser Refractory site, CA",68510.0,XL,18.1,15.07,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,Pajaro/Sunny Mesa Community Services District,Cancelled,Stand-alone,,0.0,DBO,0.0,,,0.0,2018-05-25 11:14:14 UTC,36.8044003,-121.7868953,Moss Landi
81,U.S.A.,Americas,North America,Sacramento,California,Land based,Sacramento,63000.0,XL,16.64,13.86,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-11 15:13:38 UTC,38.5815719,-121.4943996,Sacramento
82,U.S.A.,Americas,North America,Indian River County,Florida,Land based,Indian River County,57000.0,XL,15.06,12.54,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Biwater Plc,100.0,EPC,0.0,,,0.0,2016-01-19 14:41:00 UTC,27.6947732,-80.543845,Indian Riv
83,U.S.A.,Americas,North America,North Miami Beach,Florida,Land based,Norwood Water Treatment Plant,56775.0,XL,15.0,12.49,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of North Miami Beach,Online,,"Emcor Group, Inc.",100.0,DB,0.0,,"35,000,000 USD",0.0,2015-03-27 16:19:28 UTC,25.9327778,-80.1627778,Norwood Wa
84,U.S.A.,Americas,North America,Fargo,North Dakota,Land based,"Fargo WTP expansion, ND",56775.0,XL,15.0,12.49,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Construction,,Doosan,100.0,DB,0.0,,"103,700,000 USD",0.0,2017-05-24 09:38:20 UTC,46.8771863,-96.7898034,Fargo WTP
85,U.S.A.,Americas,North America,San Diego,California,Land based,South Bay Pure Water Facility,56775.0,XL,15.0,12.49,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Planned,,,0.0,,0.0,,,0.0,2018-04-12 14:28:11 UTC,32.715738,-117.1610838,South Bay
86,U.S.A.,Americas,North America,Dana Point,California,Land based,"Doheny Desalination Project, CA (phase 2)",56775.0,XL,15.0,12.49,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Planned,,,0.0,DBO,0.0,,"237,000,000 USD",0.0,2018-06-04 10:25:04 UTC,33.4669721,-117.6981075,Doheny Des
87,U.S.A.,Americas,North America,Jupiter,Florida,Land based,Town of Jupiter Nanofiltration Plant,54883.0,XL,14.5,12.07,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Town of Jupiter,Online,,Biwater Plc,100.0,EPC,0.0,,,0.0,2015-07-17 13:52:20 UTC,26.9326751708,-80.1330220699,Town of Ju
88,U.S.A.,Americas,North America,Hollywood,Florida,Land based,Hollywood,52990.0,XL,14.0,11.66,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Hollywood,Presumed Online,Stand-alone,Nitto Denko Corporation,100.0,EPC,0.0,,"37,240,000 USD",0.0,2016-01-27 10:03:59 UTC,26.0112014,-80.1494901,Hollywood
89,U.S.A.,Americas,North America,Broward County,Florida,Land based,"Green Meadows BWRO, FL",52990.0,XL,14.0,11.66,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Lee County Utilities,Construction,,,0.0,EPC,0.0,,"64,000,000 USD",0.0,2016-08-12 11:14:03 UTC,26.190096,-80.365865,Green Mead
90,U.S.A.,Americas,North America,,California,Land based,Indian Wells Valley BWRO,52973.0,XL,14.0,11.65,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Planned,,,0.0,,0.0,,,0.0,2018-03-22 11:15:05 UTC,33.717631,-116.3407549,Indian Wel
91,U.S.A.,Americas,North America,Valdosta,Georgia,Land based,Valdosta,50400.0,XL,13.32,11.09,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-12 15:21:34 UTC,30.8327022,-83.2784851,Valdosta
92,U.S.A.,Americas,North America,Prattville,Alabama,Land based,Prattville,50400.0,XL,13.32,11.09,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Online,,GdF Suez,100.0,EPC,0.0,,,0.0,2014-08-12 15:57:42 UTC,32.4640245,-86.4596966,Prattville
93,U.S.A.,Americas,North America,Florida,Florida,Mobile,H2Ocean Cristina,50000.0,XL,13.21,11.0,RO (Reverse Osmosis),,,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,Water Standard Company,Cancelled,Stand-alone,Veolia,100.0,EPC,20.0,,,0.0,2018-05-25 11:14:08 UTC,27.6835280838,-81.2724606693,H2Ocean Cr
94,U.S.A.,Americas,North America,Deerfield Beach,Florida,Land based,Deerfield Beach,45500.0,L,12.02,10.01,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Deerfield Beach,Online,Stand-alone,H2O Innovation,100.0,EPC,0.0,,,0.0,2016-09-21 08:12:53 UTC,26.3184123,-80.0997657,Deerfield
95,U.S.A.,Americas,North America,Lauderdale Lake,Florida,Land based,Lauderdale Lake,45450.0,L,12.01,10.0,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Broward County,Online,Stand-alone,Biwater Plc,100.0,EPC,0.0,,"11,170,000 USD",0.0,2015-03-31 13:38:18 UTC,26.1664736,-80.2083806,Lauderdale
96,U.S.A.,Americas,North America,Plantation,Florida,Land based,Plantation,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,"Hydropro, Inc.",100.0,EPC,0.0,,"6,200,000 USD",0.0,2018-04-27 10:02:39 UTC,26.1233841987,-80.3221435379,Plantation
97,U.S.A.,Americas,North America,Plantation,Florida,Land based,Plantation,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Presumed Online,Stand-alone,Amiantit Group,100.0,EPC,0.0,,"5,800,000 USD",0.0,2012-06-27 03:32:10 UTC,26.1233841987,-80.3221435379,Plantation
98,U.S.A.,Americas,North America,Sarasota,Florida,Land based,Sarasota,45420.0,L,12.0,9.99,ED (Electrodialysis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,GdF Suez,100.0,EPC,0.0,,"9,000,000 USD",0.0,2015-03-12 15:12:35 UTC,27.3400547152,-82.53094482,Sarasota
99,U.S.A.,Americas,North America,Naples,Florida,,NCR WTP Naples,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Harn R/O Systems Inc.,0.0,EPC,0.0,,,0.0,2017-07-20 14:00:36 UTC,26.1420358,-81.7948103,NCR WTP Na
100,U.S.A.,Americas,North America,Sunrise,Florida,Land based,Sunrise Phase 1,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,"City of Sunrise, FL",Online,Stand-alone,Biwater Plc,100.0,EPC,0.0,,"21,300,000 USD",0.0,2014-08-13 13:32:33 UTC,26.1671477274,-80.2562770838,Sunrise Ph
101,U.S.A.,Americas,North America,San Angelo,Texas,Land based,"San Angelo potable reuse, TX",45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,Wastewater,Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of San Angelo,Planned,,,0.0,,0.0,,"154,300,000 USD",0.0,2016-05-27 13:42:03 UTC,31.4637723,-100.4370375,San Angelo
102,U.S.A.,Americas,North America,Dunedin,Florida,Land based,Dunedin,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Dunedin,Online,Stand-alone,Amiantit Group,100.0,EPC,0.0,,"10,600,000 USD",0.0,2016-01-27 10:04:43 UTC,28.0197404,-82.7717684,Dunedin
103,U.S.A.,Americas,North America,Honolulu,Hawaii,Land based,Honolulu,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Honolulu Board of Water Supply,Online,Stand-alone,"Evoqua Water Technologies, LLC",100.0,IWP,0.0,,"37,250,000 USD",0.0,2016-01-26 16:30:48 UTC,21.3069444,-157.8583333,Honolulu
104,U.S.A.,Americas,North America,Fort Myers,Florida,Land based,Fort Myers,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Fort Myers,Offline (Decommissioned),Stand-alone,Nitto Denko Corporation,100.0,EPC,0.0,,"3,500,000 USD",0.0,2016-01-27 10:05:22 UTC,26.640628,-81.8723084,Fort Myers
105,U.S.A.,Americas,North America,Wichita Fall,Texas,Land based,Wichita Fall,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Miami-Dade Water and Sewer Department,Online,Stand-alone,Biwater Plc,100.0,EPC,0.0,,"14,200,000 USD",0.0,2014-09-16 12:32:41 UTC,33.9137085,-98.4933873,Wichita Fa
106,U.S.A.,Americas,North America,Chesapeake,Virginia,Land based,Chesapeake,45420.0,L,12.0,9.99,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,WTP,Online,Stand-alone,"Hydropro, Inc.",100.0,EPC,0.0,,"37,250,000 USD",0.0,2016-07-27 15:58:02 UTC,36.818889,-76.274722,Chesapeake
107,U.S.A.,Americas,North America,Collier County,Florida,Land based,Collier County North WTP,45400.0,L,11.99,9.99,NF (Nanofiltration),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Collier County,Presumed Online,Stand-alone,,0.0,EPC,0.0,,"29,790,000 USD",0.0,2016-05-20 11:06:26 UTC,26.133701,-81.4831359,Collier Co
108,U.S.A.,Americas,North America,Fort Myers,Florida,Land based,Fort Myers,45400.0,L,11.99,9.99,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Fort Myers,Online,Stand-alone,Nitto Denko Corporation,100.0,EPC,0.0,,"36,150,000 USD",0.0,2016-01-26 16:30:07 UTC,26.640628,-81.8723084,Fort Myers
109,U.S.A.,Americas,North America,Collier County,Florida,Land based,Collier County South WTP expansion,45400.0,L,11.99,9.99,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Collier County,Online,,"Emcor Group, Inc.",50.0,EPC,0.0,,,0.0,2017-12-06 16:30:38 UTC,26.069985,-81.4278984,Collier Co
110,U.S.A.,Americas,North America,Yucaipa,California,Land based,Yucaipa,45400.0,L,11.99,9.99,NF (Nanofiltration),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Yucaipa Valley Water District,Online,Stand-alone,"Separation Processes, Inc.",100.0,EPC,0.0,,,0.0,2018-07-10 09:39:26 UTC,34.033625,-117.0430865,Yucaipa
111,U.S.A.,Americas,North America,Chino Basin,California,Land based,Chino II Desalter extension,39740.0,L,10.5,8.74,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Western Municipal Water District,Online,Stand-alone,Archer Western Contractors,100.0,EPC,0.0,,"13,700,000 USD",0.0,2016-08-15 10:03:45 UTC,33.99119577,-117.680603019,Chino II D
112,U.S.A.,Americas,North America,Fort Myers,Florida,Land based,"Fort Myers, FL",38000.0,L,10.04,8.36,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Lee County Utilities,Cancelled,Stand-alone,,0.0,BOO,0.0,,,1.23,2018-05-25 11:16:10 UTC,26.640628,-81.8723084,Fort Myers
113,U.S.A.,Americas,North America,,,,Sweetwater RO Expansion,37854.0,L,10.0,8.33,RO (Reverse Osmosis),,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,H2O Innovation,0.0,EPC,0.0,,,0.0,2016-08-09 11:41:20 UTC,32.715738,-117.1610838,Sweetwater
114,U.S.A.,Americas,North America,San Antonio,Texas,Land based,"San Antonio BWRO, TX",37854.0,L,10.0,8.33,RO (Reverse Osmosis),,,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,San Antonio Water System,Online,Stand-alone,Biwater,0.0,DB,0.0,,"182,900,000 USD",0.0,2017-01-30 09:51:47 UTC,29.4241219,-98.4936282,San Antoni
